,var1,var2,target,correlation_between_vars,pvalue_between_vars,correlation_var1_target,pvalue_var1_target,correlation_var2_target,pvalue_var2_target
851,review_scores_communication,review_scores_value,booked_up_target,0.38642897167924534,0.0,0.051294711507698695,1.0441928544136766e-74,0.1259661355614989,0.0
105,avg_dollar_price_in_previous_period,cleaning_fee,booked_up_target,0.3788006311405002,0.0,-0.12045325898102326,7.034347248564516e-251,-0.2349468508731146,0.0
270,number_of_reviews,availability_365,booked_up_target,0.37307085635983755,0.0,-0.2729557845542424,0.0,-0.7883671841456359,0.0
588,bedrooms,weekly_price,booked_up_target,0.371017935776319,0.0,-0.07061960733809783,1.6117754842671819e-173,-0.18314289538626416,3.6048812875063117e-193
844,review_scores_checkin,review_scores_value,booked_up_target,0.3707572377681354,0.0,0.01783128387574471,2.139428127363775e-10,0.1259661355614989,0.0
587,bedrooms,square_feet,booked_up_target,0.3702043557985856,5.273626041632756e-102,-0.07061960733809783,1.6117754842671819e-173,0.03708732291931967,0.038253134916969994
22,target_avg_dollar_price_in_period,cleaning_fee,booked_up_target,0.3696035035640973,0.0,,,-0.2349468508731146,0.0
613,beds,guests_included,booked_up_target,0.36889625048746216,0.0,-0.15576478758208406,0.0,-0.13652558379294602,0.0
540,accommodates,square_feet,booked_up_target,0.3555160722320677,1.1406758375451247e-93,-0.13816239372347494,0.0,0.03708732291931967,0.038253134916969994
288,number_of_reviews,availability_90,booked_up_target,0.3530339614211623,0.0,-0.2729557845542424,0.0,-0.5596518136286611,0.0
680,monthly_price,size,booked_up_target,0.3521550024581509,5.279766108299878e-303,-0.19150651222022122,3.0437457760240204e-153,-0.10974459044601913,2.1892161157596222e-200
210,price,bedrooms,booked_up_target,0.3508356225326416,0.0,-0.2053554322527973,0.0,-0.07061960733809783,1.6117754842671819e-173
701,cleaning_fee,guests_included,booked_up_target,0.3490258518333867,0.0,-0.2349468508731146,0.0,-0.13652558379294602,0.0
702,cleaning_fee,extra_people,booked_up_target,0.34845341402384866,0.0,-0.2349468508731146,0.0,-0.1755546907458696,0.0
287,number_of_reviews,availability_60,booked_up_target,0.34356300846998966,0.0,-0.2729557845542424,0.0,-0.4970063557162694,0.0
289,number_of_reviews,DaysPassed_first_review,booked_up_target,0.3409215867776684,0.0,-0.2729557845542424,0.0,-0.10428161991573853,0.0
589,bedrooms,monthly_price,booked_up_target,0.3398557143112697,0.0,-0.07061960733809783,1.6117754842671819e-173,-0.19150651222022122,3.0437457760240204e-153
544,accommodates,cleaning_fee,booked_up_target,0.33870978982412336,0.0,-0.13816239372347494,0.0,-0.2349468508731146,0.0
834,review_scores_cleanliness,review_scores_communication,booked_up_target,0.3383135170065768,0.0,-0.03818798720697684,3.342329599585784e-42,0.051294711507698695,1.0441928544136766e-74
333,DaysPassed_last_review,num_of_booked_days_in_previous_period,booked_up_target,0.33647665455352854,0.0,0.32440865324759716,0.0,0.6210093570040095,0.0
833,review_scores_cleanliness,review_scores_checkin,booked_up_target,0.3361726446835075,0.0,-0.03818798720697684,3.342329599585784e-42,0.01783128387574471,2.139428127363775e-10
633,square_feet,monthly_price,booked_up_target,0.33213532808455687,1.1739407928569613e-48,0.03708732291931967,0.038253134916969994,-0.19150651222022122,3.0437457760240204e-153
286,number_of_reviews,availability_30,booked_up_target,0.3299300446217564,0.0,-0.2729557845542424,0.0,-0.42164402061973216,0.0
662,weekly_price,size,booked_up_target,0.3297914968238959,0.0,-0.18314289538626416,3.6048812875063117e-193,-0.10974459044601913,2.1892161157596222e-200
608,beds,square_feet,booked_up_target,0.32771872520368955,4.605180763871748e-79,-0.15576478758208406,0.0,0.03708732291931967,0.038253134916969994
322,DaysPassed_last_review,DaysPassed_first_review,booked_up_target,0.32487374416005477,0.0,0.32440865324759716,0.0,-0.10428161991573853,0.0
856,review_scores_location,review_scores_value,booked_up_target,0.3212655029457762,0.0,0.0325555520224436,4.227559708986262e-31,0.1259661355614989,0.0
818,review_scores_rating,review_scores_location,booked_up_target,0.3189426253383753,0.0,0.10938167860611937,0.0,0.0325555520224436,4.227559708986262e-31
284,number_of_reviews,extra_people,booked_up_target,0.3184258447217968,0.0,-0.2729557845542424,0.0,-0.1755546907458696,0.0
636,square_feet,guests_included,booked_up_target,0.3142194560785562,1.6869235456229367e-72,0.03708732291931967,0.038253134916969994,-0.13652558379294602,0.0
635,square_feet,cleaning_fee,booked_up_target,0.30606363579179513,1.0732372697248117e-68,0.03708732291931967,0.038253134916969994,-0.2349468508731146,0.0
401,availability_365,host_total_listings_count,booked_up_target,0.30363339382512317,0.0,-0.7883671841456359,0.0,-0.2675121518317726,0.0
366,calculated_host_listings_count,availability_365,booked_up_target,0.2993670681285313,0.0,-0.26858612155055434,0.0,-0.7883671841456359,0.0
648,weekly_price,security_deposit,booked_up_target,0.2989264053571299,0.0,-0.18314289538626416,3.6048812875063117e-193,-0.12932632736775485,0.0
666,monthly_price,security_deposit,booked_up_target,0.2921166992730614,0.0,-0.19150651222022122,3.0437457760240204e-153,-0.12932632736775485,0.0
36,target_avg_dollar_price_in_period,size,booked_up_target,0.2897693457045239,0.0,,,-0.10974459044601913,2.1892161157596222e-200
411,availability_365,cleaning_fee,booked_up_target,0.2831106487876089,0.0,-0.7883671841456359,0.0,-0.2349468508731146,0.0
820,review_scores_rating,concat_comments_polarity,booked_up_target,0.28229550697489925,0.0,0.10938167860611937,0.0,0.07982707713741456,2.124127262894911e-120
119,avg_dollar_price_in_previous_period,size,booked_up_target,0.2785629219573635,0.0,-0.12045325898102326,7.034347248564516e-251,-0.10974459044601913,2.1892161157596222e-200
546,accommodates,extra_people,booked_up_target,0.2749288865617859,0.0,-0.13816239372347494,0.0,-0.1755546907458696,0.0
827,review_scores_accuracy,review_scores_location,booked_up_target,0.27425361333529275,0.0,0.05483275856550795,3.9137567294075893e-85,0.0325555520224436,4.227559708986262e-31
592,bedrooms,guests_included,booked_up_target,0.2697831620192737,0.0,-0.07061960733809783,1.6117754842671819e-173,-0.13652558379294602,0.0
612,beds,cleaning_fee,booked_up_target,0.2678389480966753,0.0,-0.15576478758208406,0.0,-0.2349468508731146,0.0
229,price,size,booked_up_target,0.2655951294395622,0.0,-0.2053554322527973,0.0,-0.10974459044601913,2.1892161157596222e-200
497,host_total_listings_count,availability_90,booked_up_target,0.26509839589988216,0.0,-0.2675121518317726,0.0,-0.5596518136286611,0.0
385,calculated_host_listings_count,availability_90,booked_up_target,0.26224518180502204,0.0,-0.26858612155055434,0.0,-0.5596518136286611,0.0
282,number_of_reviews,cleaning_fee,booked_up_target,0.259370172444414,0.0,-0.2729557845542424,0.0,-0.2349468508731146,0.0
496,host_total_listings_count,availability_60,booked_up_target,0.25804584788181284,0.0,-0.2675121518317726,0.0,-0.4970063557162694,0.0
384,calculated_host_listings_count,availability_60,booked_up_target,0.25538550171038793,0.0,-0.26858612155055434,0.0,-0.4970063557162694,0.0
203,price,availability_365,booked_up_target,0.25163539970534604,0.0,-0.2053554322527973,0.0,-0.7883671841456359,0.0
436,DaysPassed_host_since,weekly_price,booked_up_target,0.24957825520620205,0.0,-0.07963508153886854,3.716141030266451e-220,-0.18314289538626416,3.6048812875063117e-193
850,review_scores_communication,review_scores_location,booked_up_target,0.24955671433518276,0.0,0.051294711507698695,1.0441928544136766e-74,0.0325555520224436,4.227559708986262e-31
495,host_total_listings_count,availability_30,booked_up_target,0.243170468494902,0.0,-0.2675121518317726,0.0,-0.42164402061973216,0.0
383,calculated_host_listings_count,availability_30,booked_up_target,0.2425996112743081,0.0,-0.26858612155055434,0.0,-0.42164402061973216,0.0
222,price,availability_90,booked_up_target,0.24220131463554465,0.0,-0.2053554322527973,0.0,-0.5596518136286611,0.0
413,availability_365,extra_people,booked_up_target,0.23986268022304777,0.0,-0.7883671841456359,0.0,-0.1755546907458696,0.0
215,price,security_deposit,booked_up_target,0.2398500641092118,0.0,-0.2053554322527973,0.0,-0.12932632736775485,0.0
566,bathrooms,square_feet,booked_up_target,0.23812699978235208,8.710062459258653e-41,-0.028514003251293062,1.0051441188790907e-29,0.03708732291931967,0.038253134916969994
738,extra_people,availability_90,booked_up_target,0.23764491331482993,0.0,-0.1755546907458696,0.0,-0.5596518136286611,0.0
843,review_scores_checkin,review_scores_location,booked_up_target,0.2365811337427671,0.0,0.01783128387574471,2.139428127363775e-10,0.0325555520224436,4.227559708986262e-31
706,cleaning_fee,availability_90,booked_up_target,0.23642516577149844,0.0,-0.2349468508731146,0.0,-0.5596518136286611,0.0
221,price,availability_60,booked_up_target,0.23513536786519626,0.0,-0.2053554322527973,0.0,-0.4970063557162694,0.0
737,extra_people,availability_60,booked_up_target,0.23390600762933753,0.0,-0.1755546907458696,0.0,-0.4970063557162694,0.0
409,availability_365,monthly_price,booked_up_target,0.2338316981704571,1.4401188675593773e-229,-0.7883671841456359,0.0,-0.19150651222022122,3.0437457760240204e-153
564,bathrooms,bedrooms,booked_up_target,0.2332576643677816,0.0,-0.028514003251293062,1.0051441188790907e-29,-0.07061960733809783,1.6117754842671819e-173
280,number_of_reviews,monthly_price,booked_up_target,0.22984111145044459,1.170619510853377e-221,-0.2729557845542424,0.0,-0.19150651222022122,3.0437457760240204e-153
673,monthly_price,availability_90,booked_up_target,0.22783873246527261,9.562065455638295e-218,-0.19150651222022122,3.0437457760240204e-153,-0.5596518136286611,0.0
705,cleaning_fee,availability_60,booked_up_target,0.22511792168063705,0.0,-0.2349468508731146,0.0,-0.4970063557162694,0.0
332,DaysPassed_last_review,target_num_of_booked_days,booked_up_target,0.22346322734976534,0.0,0.32440865324759716,0.0,0.8003208263860638,0.0
644,square_feet,size,booked_up_target,0.22319986966500616,2.1518544235960705e-23,0.03708732291931967,0.038253134916969994,-0.10974459044601913,2.1892161157596222e-200
591,bedrooms,cleaning_fee,booked_up_target,0.22242036440706592,0.0,-0.07061960733809783,1.6117754842671819e-173,-0.2349468508731146,0.0
655,weekly_price,DaysPassed_first_review,booked_up_target,0.22238751438520202,6.925013281788535e-250,-0.18314289538626416,3.6048812875063117e-193,-0.10428161991573853,0.0
835,review_scores_cleanliness,review_scores_location,booked_up_target,0.21991015880952605,0.0,-0.03818798720697684,3.342329599585784e-42,0.0325555520224436,4.227559708986262e-31
863,review_scores_value,concat_comments_polarity,booked_up_target,0.21950943260909347,0.0,0.1259661355614989,0.0,0.07982707713741456,2.124127262894911e-120
349,reviews_per_month,extra_people,booked_up_target,0.21879416435727772,0.0,-0.2668351808338874,0.0,-0.1755546907458696,0.0
559,accommodates,size,booked_up_target,0.21778405361666717,0.0,-0.13816239372347494,0.0,-0.10974459044601913,2.1892161157596222e-200
736,extra_people,availability_30,booked_up_target,0.21763264191145995,0.0,-0.1755546907458696,0.0,-0.42164402061973216,0.0
829,review_scores_accuracy,concat_comments_polarity,booked_up_target,0.21356012250089237,0.0,0.05483275856550795,3.9137567294075893e-85,0.07982707713741456,2.124127262894911e-120
712,cleaning_fee,size,booked_up_target,0.21001904241200361,0.0,-0.2349468508731146,0.0,-0.10974459044601913,2.1892161157596222e-200
614,beds,extra_people,booked_up_target,0.20935889940566835,0.0,-0.15576478758208406,0.0,-0.1755546907458696,0.0
685,security_deposit,guests_included,booked_up_target,0.2083992754288768,0.0,-0.12932632736775485,0.0,-0.13652558379294602,0.0
283,number_of_reviews,guests_included,booked_up_target,0.2073577150113581,0.0,-0.2729557845542424,0.0,-0.13652558379294602,0.0
672,monthly_price,availability_60,booked_up_target,0.20663827153118045,1.2492998036289952e-178,-0.19150651222022122,3.0437457760240204e-153,-0.4970063557162694,0.0
408,availability_365,weekly_price,booked_up_target,0.20591678062576563,9.483025833045636e-245,-0.7883671841456359,0.0,-0.18314289538626416,3.6048812875063117e-193
852,review_scores_communication,concat_comments_polarity,booked_up_target,0.20463737115024216,0.0,0.051294711507698695,1.0441928544136766e-74,0.07982707713741456,2.124127262894911e-120
104,avg_dollar_price_in_previous_period,security_deposit,booked_up_target,0.20298021594796165,0.0,-0.12045325898102326,7.034347248564516e-251,-0.12932632736775485,0.0
220,price,availability_30,booked_up_target,0.20210957174072208,0.0,-0.2053554322527973,0.0,-0.42164402061973216,0.0
437,DaysPassed_host_since,monthly_price,booked_up_target,0.20129778209173044,6.284531382491668e-169,-0.07963508153886854,3.716141030266451e-220,-0.19150651222022122,3.0437457760240204e-153
686,security_deposit,extra_people,booked_up_target,0.20016733770741663,0.0,-0.12932632736775485,0.0,-0.1755546907458696,0.0
15,target_avg_dollar_price_in_period,bathrooms,booked_up_target,0.19935390625069843,0.0,,,-0.028514003251293062,1.0051441188790907e-29
21,target_avg_dollar_price_in_period,security_deposit,booked_up_target,0.1981195222970707,0.0,,,-0.12932632736775485,0.0
669,monthly_price,extra_people,booked_up_target,0.19585027515823733,2.5630940533273302e-160,-0.19150651222022122,3.0437457760240204e-153,-0.1755546907458696,0.0
98,avg_dollar_price_in_previous_period,bathrooms,booked_up_target,0.19468739348547098,0.0,-0.12045325898102326,7.034347248564516e-251,-0.028514003251293062,1.0051441188790907e-29
247,minimum_nights,security_deposit,booked_up_target,0.19379304175303586,0.0,-0.01939781383557405,1.2798160805315371e-14,-0.12932632736775485,0.0
674,monthly_price,DaysPassed_first_review,booked_up_target,0.19288093715673796,1.0014290988141422e-138,-0.19150651222022122,3.0437457760240204e-153,-0.10428161991573853,0.0
627,beds,size,booked_up_target,0.19132227857029455,0.0,-0.15576478758208406,0.0,-0.10974459044601913,2.1892161157596222e-200
838,review_scores_cleanliness,concat_comments_polarity,booked_up_target,0.19029620039670112,0.0,-0.03818798720697684,3.342329599585784e-42,0.07982707713741456,2.124127262894911e-120
671,monthly_price,availability_30,booked_up_target,0.19019925119851971,3.794754532672062e-151,-0.19150651222022122,3.0437457760240204e-153,-0.42164402061973216,0.0
345,reviews_per_month,monthly_price,booked_up_target,0.18868655657921646,9.777827524667275e-133,-0.2668351808338874,0.0,-0.19150651222022122,3.0437457760240204e-153
28,target_avg_dollar_price_in_period,availability_90,booked_up_target,0.18860435840967354,0.0,,,-0.5596518136286611,0.0
26,target_avg_dollar_price_in_period,availability_30,booked_up_target,0.18806851260423643,0.0,,,-0.42164402061973216,0.0
27,target_avg_dollar_price_in_period,availability_60,booked_up_target,0.18728191135873126,0.0,,,-0.4970063557162694,0.0
846,review_scores_checkin,concat_comments_polarity,booked_up_target,0.1848705425147092,0.0,0.01783128387574471,2.139428127363775e-10,0.07982707713741456,2.124127262894911e-120
654,weekly_price,availability_90,booked_up_target,0.18256042240828224,6.183819444326097e-192,-0.18314289538626416,3.6048812875063117e-193,-0.5596518136286611,0.0
704,cleaning_fee,availability_30,booked_up_target,0.18130992182141684,0.0,-0.2349468508731146,0.0,-0.42164402061973216,0.0
543,accommodates,security_deposit,booked_up_target,0.180083145265332,0.0,-0.13816239372347494,0.0,-0.12932632736775485,0.0
279,number_of_reviews,weekly_price,booked_up_target,0.17947261842566614,1.8403329122996594e-185,-0.2729557845542424,0.0,-0.18314289538626416,3.6048812875063117e-193
858,review_scores_location,concat_comments_polarity,booked_up_target,0.1783239104138114,0.0,0.0325555520224436,4.227559708986262e-31,0.07982707713741456,2.124127262894911e-120
245,minimum_nights,weekly_price,booked_up_target,0.17622101319566347,9.015620685393291e-179,-0.01939781383557405,1.2798160805315371e-14,-0.18314289538626416,3.6048812875063117e-193
730,guests_included,size,booked_up_target,0.17351649040436665,0.0,-0.13652558379294602,0.0,-0.10974459044601913,2.1892161157596222e-200
110,avg_dollar_price_in_previous_period,availability_60,booked_up_target,0.1733695440506037,0.0,-0.12045325898102326,7.034347248564516e-251,-0.4970063557162694,0.0
634,square_feet,security_deposit,booked_up_target,0.17265228914861713,2.574351207905146e-22,0.03708732291931967,0.038253134916969994,-0.12932632736775485,0.0
653,weekly_price,availability_60,booked_up_target,0.16892077386980653,3.184059553906443e-164,-0.18314289538626416,3.6048812875063117e-193,-0.4970063557162694,0.0
604,bedrooms,size,booked_up_target,0.16887792058432377,0.0,-0.07061960733809783,1.6117754842671819e-173,-0.10974459044601913,2.1892161157596222e-200
821,review_scores_rating,concat_comments_subjectivity,booked_up_target,0.16784488888002314,0.0,0.10938167860611937,0.0,0.07094443584457692,1.922848046607934e-95
565,bathrooms,beds,booked_up_target,0.16679598350035874,0.0,-0.028514003251293062,1.0051441188790907e-29,-0.15576478758208406,0.0
92,avg_dollar_price_in_previous_period,availability_365,booked_up_target,0.16566074766422353,0.0,-0.12045325898102326,7.034347248564516e-251,-0.7883671841456359,0.0
651,weekly_price,extra_people,booked_up_target,0.1652332963169153,4.0212594471355906e-157,-0.18314289538626416,3.6048812875063117e-193,-0.1755546907458696,0.0
374,calculated_host_listings_count,beds,booked_up_target,0.16420243019701056,0.0,-0.26858612155055434,0.0,-0.15576478758208406,0.0
568,bathrooms,monthly_price,booked_up_target,0.16365548177706818,2.3689183016511357e-111,-0.028514003251293062,1.0051441188790907e-29,-0.19150651222022122,3.0437457760240204e-153
111,avg_dollar_price_in_previous_period,availability_90,booked_up_target,0.16330960186587978,0.0,-0.12045325898102326,7.034347248564516e-251,-0.5596518136286611,0.0
338,reviews_per_month,host_total_listings_count,booked_up_target,0.1607101001734714,0.0,-0.2668351808338874,0.0,-0.2675121518317726,0.0
108,avg_dollar_price_in_previous_period,maximum_nights,booked_up_target,0.16006859981693766,0.0,-0.12045325898102326,7.034347248564516e-251,-0.071078975527342,6.683007734092576e-176
487,host_total_listings_count,beds,booked_up_target,0.15871966294298606,0.0,-0.2675121518317726,0.0,-0.15576478758208406,0.0
439,DaysPassed_host_since,cleaning_fee,booked_up_target,0.15771943420571052,0.0,-0.07963508153886854,3.716141030266451e-220,-0.2349468508731146,0.0
12,target_avg_dollar_price_in_period,host_total_listings_count,booked_up_target,0.15768929598297904,1.949830860066264e-242,,,-0.2675121518317726,0.0
438,DaysPassed_host_since,security_deposit,booked_up_target,0.15707572530419345,0.0,-0.07963508153886854,3.716141030266451e-220,-0.12932632736775485,0.0
406,availability_365,beds,booked_up_target,0.1568973090039612,0.0,-0.7883671841456359,0.0,-0.15576478758208406,0.0
271,number_of_reviews,DaysPassed_host_since,booked_up_target,0.1557677467470246,0.0,-0.2729557845542424,0.0,-0.07963508153886854,3.716141030266451e-220
235,minimum_nights,DaysPassed_last_review,booked_up_target,0.1555227773151736,0.0,-0.01939781383557405,1.2798160805315371e-14,0.32440865324759716,0.0
347,reviews_per_month,cleaning_fee,booked_up_target,0.15239361028691487,0.0,-0.2668351808338874,0.0,-0.2349468508731146,0.0
611,beds,security_deposit,booked_up_target,0.1519413932573183,0.0,-0.15576478758208406,0.0,-0.12932632736775485,0.0
275,number_of_reviews,accommodates,booked_up_target,0.15122109121552058,0.0,-0.2729557845542424,0.0,-0.13816239372347494,0.0
248,minimum_nights,cleaning_fee,booked_up_target,0.1478496034462959,0.0,-0.01939781383557405,1.2798160805315371e-14,-0.2349468508731146,0.0
691,security_deposit,DaysPassed_first_review,booked_up_target,0.14772397859178157,0.0,-0.12932632736775485,0.0,-0.10428161991573853,0.0
8,target_avg_dollar_price_in_period,calculated_host_listings_count,booked_up_target,0.14731115056175342,1.5378800074575212e-211,,,-0.26858612155055434,0.0
334,reviews_per_month,calculated_host_listings_count,booked_up_target,0.14729524883204845,0.0,-0.2668351808338874,0.0,-0.26858612155055434,0.0
567,bathrooms,weekly_price,booked_up_target,0.1469453616424977,9.892297799664658e-124,-0.028514003251293062,1.0051441188790907e-29,-0.18314289538626416,3.6048812875063117e-193
